Train ID,Scheduled Time,Day of Week
T01073,11:46,Saturday
T01074,23:09,Friday
T01075,21:28,Monday
T01076,03:08,Friday
T01077,23:24,Thursday
T01078,10:50,Tuesday
T01079,08:41,Tuesday
T01080,17:38,Saturday
T01081,19:18,Monday
T01082,21:56,Tuesday
T01083,16:38,Tuesday
T01084,23:25,Saturday
T01085,01:50,Thursday
T01086,12:07,Thursday
T01087,20:38,Friday
T01088,00:23,Tuesday
T01089,12:55,Thursday
T01090,11:34,Tuesday
T01091,15:49,Monday
T01092,18:04,Wednesday
T01093,06:02,Sunday
T01094,12:32,Saturday
T01095,22:32,Thursday
T01096,22:25,Saturday
T01097,17:34,Tuesday
T01098,08:05,Monday
T01099,16:58,Sunday
T01100,04:34,Thursday
T01101,18:40,Saturday
T01102,20:04,Saturday
T01103,13:46,Monday
T01104,07:05,Monday
T01105,14:39,Monday
T01106,09:42,Saturday
T01107,23:11,Monday
T01108,22:08,Monday
T01109,05:31,Friday
T01110,16:50,Wednesday
T01111,05:23,Saturday
T01112,08:46,Sunday
T01113,00:21,Wednesday
T01114,16:04,Saturday
T01115,18:40,Thursday
T01116,14:32,Monday
T01117,15:54,Tuesday
T01118,11:10,Sunday
T01119,03:57,Saturday
T01120,23:07,Saturday
T01121,16:00,Sunday
T01122,00:15,Thursday
T01123,11:24,Tuesday
T01124,01:35,Saturday
T01125,20:26,Wednesday
T01126,07:26,Wednesday
T01127,08:52,Friday
T01128,11:07,Saturday
T01129,01:11,Sunday
T01130,16:02,Monday
T01131,14:55,Sunday
T01132,09:20,Friday
T01133,14:00,Tuesday
T01134,09:36,Saturday
T01135,19:15,Wednesday
T01136,18:31,Saturday
T01137,17:48,Tuesday
T01138,00:59,Monday
T01139,07:34,Saturday
T01140,22:56,Wednesday
T01141,00:48,Thursday
T01142,23:46,Monday
T01143,06:33,Thursday
T01144,15:03,Saturday
T01145,08:05,Tuesday
T01146,16:26,Wednesday
T01147,14:47,Friday
T01148,03:32,Saturday
T01149,12:04,Friday
T01150,01:27,Tuesday
T01151,07:18,Sunday
T01152,10:59,Saturday
T01153,23:20,Thursday
T01154,08:14,Tuesday
T01155,04:49,Monday
T01156,04:06,Thursday
T01157,14:20,Monday
T01158,17:22,Thursday
T01159,09:29,Sunday
T01160,03:05,Sunday
T01161,21:19,Saturday
T01162,19:02,Sunday
T01163,10:09,Saturday
T01164,07:22,Friday
T01165,01:43,Wednesday
T01166,05:01,Sunday
T01167,14:35,Friday
T01168,07:06,Monday
T01169,04:07,Monday
T01170,07:08,Sunday
T01171,12:23,Saturday
T01172,20:05,Friday
T01173,08:58,Monday
T01174,02:12,Thursday
T01175,04:05,Monday
T01176,01:29,Tuesday
T01177,18:27,Thursday
T01178,15:01,Saturday
T01179,13:11,Tuesday
T01180,05:17,Thursday
T01181,04:02,Friday
T01182,19:15,Wednesday
T01183,15:26,Thursday
T01184,01:05,Thursday
T01185,04:26,Saturday
T01186,16:15,Sunday
T01187,17:50,Thursday
T01188,22:22,Friday
T01189,15:22,Friday
T01190,10:24,Tuesday
T01191,00:20,Tuesday
T01192,00:57,Monday
T01193,15:33,Sunday
T01194,18:14,Monday
T01195,07:42,Wednesday
T01196,17:52,Monday
T01197,07:36,Wednesday
T01198,05:11,Friday
T01199,10:51,Saturday
T01200,11:58,Monday
T01201,22:44,Friday
T01202,18:09,Tuesday
T01203,15:34,Tuesday
T01204,15:02,Monday
T01205,07:38,Monday
T01206,16:30,Wednesday
T01207,19:12,Wednesday
T01208,22:11,Monday
T01209,00:09,Saturday
T01210,04:49,Sunday
T01211,16:55,Monday
T01212,11:45,Thursday
T01213,18:06,Wednesday
T01214,10:08,Saturday
T01215,13:50,Thursday
T01216,20:20,Saturday
T01217,17:44,Sunday
T01218,11:14,Friday
T01219,05:24,Saturday
T01220,22:18,Tuesday
T01221,23:00,Friday
T01222,12:54,Monday
T01223,05:38,Sunday
T01224,19:14,Friday
T01225,03:59,Tuesday
T01226,10:47,Tuesday
T01227,11:20,Saturday
T01228,02:52,Saturday
T01229,20:46,Thursday
T01230,00:16,Tuesday
T01231,22:04,Wednesday
T01232,03:46,Monday
T01233,12:28,Thursday
T01234,05:56,Thursday
T01235,12:22,Thursday
T01236,03:53,Sunday
T01237,18:41,Tuesday
T01238,05:28,Sunday
T01239,01:18,Wednesday
T01240,08:06,Wednesday
T01241,05:56,Tuesday
T01242,23:04,Monday
T01243,10:38,Thursday
T01244,22:01,Saturday
T01245,05:38,Tuesday
T01246,01:06,Tuesday
T01247,06:26,Friday
T01248,23:59,Friday
T01249,08:42,Wednesday
T01250,07:06,Thursday
T01251,18:35,Tuesday
T01252,01:23,Thursday
T01253,02:18,Saturday
T01254,19:30,Monday
T01255,00:13,Saturday
T01256,09:05,Sunday
T01257,03:19,Thursday
T01258,15:57,Wednesday
T01259,02:41,Thursday
T01260,05:23,Wednesday
T01261,05:28,Wednesday
T01262,14:29,Tuesday
T01263,08:36,Tuesday
T01264,22:42,Monday
T01265,21:22,Thursday
T01266,18:14,Monday
T01267,12:52,Thursday
T01268,17:43,Friday
T01269,07:30,Monday
T01270,12:57,Monday
T01271,16:36,Sunday
T01272,18:43,Tuesday
T01273,03:48,Tuesday
T01274,05:13,Tuesday
T01275,01:27,Saturday
T01276,13:12,Tuesday
T01277,19:16,Saturday
T01278,02:05,Friday
T01279,12:35,Sunday
T01280,08:33,Sunday
T01281,00:50,Friday
T01282,18:33,Monday
T01283,13:09,Friday
T01284,18:37,Monday
T01285,18:49,Sunday
T01286,09:55,Wednesday
T01287,13:16,Saturday
T01288,15:36,Thursday
T01289,01:11,Thursday
T01290,04:39,Saturday
T01291,22:25,Thursday
T01292,10:44,Monday
T01293,23:30,Wednesday
T01294,00:21,Wednesday
T01295,08:53,Sunday
T01296,22:43,Sunday
T01297,07:08,Saturday
T01298,14:49,Wednesday
T01299,23:26,Saturday
T01300,02:12,Tuesday
T01301,13:47,Sunday
T01302,16:55,Sunday
T01303,01:32,Monday
T01304,09:45,Thursday
T01305,04:49,Friday
T01306,00:11,Sunday
T01307,06:53,Tuesday
T01308,01:29,Wednesday
T01309,22:12,Wednesday
T01310,14:32,Saturday
T01311,03:43,Tuesday
T01312,11:31,Thursday
T01313,05:55,Friday
T01314,17:22,Tuesday
T01315,08:47,Monday
T01316,09:01,Monday
T01317,05:54,Sunday
T01318,06:54,Saturday
T01319,07:43,Wednesday
T01320,20:26,Monday
T01321,21:00,Tuesday
T01322,20:11,Sunday
T01323,00:14,Friday
T01324,09:45,Saturday
T01325,08:27,Sunday
T01326,11:29,Tuesday
T01327,14:19,Friday
T01328,19:25,Monday
T01329,00:32,Sunday
T01330,11:35,Friday
T01331,19:18,Saturday
T01332,03:30,Wednesday
T01333,08:40,Sunday
T01334,08:16,Saturday
T01335,20:19,Tuesday
T01336,16:48,Monday
T01337,19:25,Wednesday
T01338,21:08,Monday
T01339,20:31,Wednesday
T01340,13:25,Saturday
T01341,01:37,Friday
T01342,06:21,Saturday
T01343,07:43,Saturday
T01344,15:58,Wednesday
T01345,16:19,Sunday
T01346,21:56,Tuesday
T01347,09:06,Tuesday
T01348,23:16,Sunday
T01349,17:48,Saturday
T01350,10:41,Tuesday
T01351,11:14,Sunday
T01352,09:26,Wednesday
T01353,08:37,Thursday
T01354,03:30,Sunday
T01355,20:37,Friday
T01356,02:30,Friday
T01357,03:55,Thursday
T01358,16:19,Monday
T01359,04:08,Wednesday
T01360,13:36,Tuesday
T01361,10:55,Tuesday
T01362,02:31,Saturday
T01363,05:20,Monday
T01364,00:28,Tuesday
T01365,05:36,Thursday
T01366,02:08,Thursday
T01367,20:27,Thursday
T01368,15:24,Monday
T01369,17:12,Wednesday
T01370,00:57,Sunday
T01371,16:12,Saturday
T01372,00:40,Tuesday
T01373,07:44,Wednesday
T01374,04:06,Friday
T01375,18:19,Monday
T01376,01:19,Thursday
T01377,23:33,Friday
T01378,10:27,Tuesday
T01379,10:57,Wednesday
T01380,06:10,Monday
T01381,07:14,Tuesday
T01382,06:46,Friday
T01383,16:10,Wednesday
T01384,22:41,Thursday
T01385,20:16,Friday
T01386,01:38,Saturday
T01387,03:41,Monday
T01388,22:07,Thursday
T01389,12:07,Wednesday
T01390,15:44,Tuesday
T01391,22:43,Monday
T01392,09:26,Monday
T01393,21:33,Friday
T01394,19:44,Thursday
T01395,03:32,Friday
T01396,03:18,Sunday
T01397,03:31,Friday
T01398,06:49,Sunday
T01399,16:12,Saturday
T01400,13:18,Monday
T01401,17:31,Saturday
T01402,15:21,Monday
T01403,00:42,Monday
T01404,18:42,Tuesday
T01405,02:49,Monday
T01406,23:46,Wednesday
T01407,20:14,Wednesday
T01408,08:29,Monday
T01409,05:55,Sunday
T01410,09:23,Wednesday
T01411,13:47,Monday
T01412,01:00,Saturday
T01413,20:10,Wednesday
T01414,14:39,Saturday
T01415,02:23,Tuesday
T01416,03:25,Thursday
T01417,08:53,Saturday
T01418,15:51,Saturday
T01419,05:07,Saturday
T01420,23:03,Monday
T01421,13:58,Thursday
T01422,18:43,Tuesday
T01423,19:24,Friday
T01424,00:55,Sunday
T01425,23:57,Thursday
T01426,15:07,Thursday
T01427,01:04,Saturday
T01428,10:00,Sunday
T01429,21:33,Friday
T01430,23:36,Saturday
T01431,10:33,Saturday
T01432,22:39,Thursday
T01433,21:46,Thursday
T01434,11:42,Saturday
T01435,12:09,Friday
T01436,01:00,Tuesday
T01437,16:54,Sunday
T01438,15:55,Monday
T01439,15:20,Wednesday
T01440,08:03,Tuesday
T01441,17:41,Thursday
T01442,07:05,Thursday
T01443,18:28,Sunday
T01444,15:28,Monday
T01445,15:47,Monday
T01446,03:25,Monday
T01447,17:35,Sunday
T01448,02:50,Friday
T01449,20:19,Friday
T01450,06:41,Thursday
T01451,10:23,Sunday
T01452,07:54,Wednesday
T01453,17:49,Friday
T01454,15:45,Wednesday
T01455,22:28,Monday
T01456,21:14,Wednesday
T01457,11:53,Sunday
T01458,09:35,Wednesday
T01459,22:06,Tuesday
T01460,15:08,Saturday
T01461,23:26,Wednesday
T01462,19:12,Monday
T01463,12:13,Sunday
T01464,06:45,Monday
T01465,13:02,Sunday
T01466,21:37,Sunday
T01467,14:29,Friday
T01468,16:08,Monday
T01469,16:47,Friday
T01470,13:53,Thursday
T01471,16:49,Saturday
T01472,18:11,Sunday
T01473,04:06,Saturday
T01474,19:38,Friday
T01475,12:26,Saturday
T01476,07:17,Wednesday
T01477,09:28,Tuesday
T01478,13:38,Saturday
T01479,16:19,Friday
T01480,10:45,Friday
T01481,20:13,Tuesday
T01482,19:45,Saturday
T01483,11:58,Tuesday
T01484,22:41,Friday
T01485,17:44,Wednesday
T01486,22:07,Friday
T01487,15:37,Saturday
T01488,22:26,Saturday
T01489,17:18,Sunday
T01490,00:33,Monday
T01491,12:09,Saturday
T01492,01:12,Sunday
T01493,05:18,Wednesday
T01494,04:53,Saturday
T01495,09:13,Monday
T01496,11:52,Monday
T01497,19:55,Saturday
T01498,17:55,Saturday
T01499,20:35,Tuesday
T01500,16:50,Wednesday
T01501,22:42,Thursday
T01502,12:26,Wednesday
T01503,17:03,Saturday
T01504,08:12,Sunday
T01505,14:53,Saturday
T01506,22:45,Wednesday
T01507,18:34,Friday
T01508,06:49,Tuesday
T01509,09:28,Saturday
T01510,02:11,Saturday
T01511,16:07,Monday
T01512,13:17,Wednesday
T01513,04:10,Sunday
T01514,08:00,Thursday
T01515,22:59,Monday
T01516,04:59,Friday
T01517,01:49,Friday
T01518,21:19,Sunday
T01519,18:35,Monday
T01520,22:20,Tuesday
T01521,05:33,Sunday
T01522,16:10,Friday
T01523,17:25,Wednesday
T01524,07:56,Saturday
T01525,10:21,Wednesday
T01526,06:48,Friday
T01527,15:35,Monday
T01528,03:42,Thursday
T01529,07:57,Friday
T01530,19:15,Saturday
T01531,10:24,Thursday
T01532,08:34,Wednesday
T01533,00:58,Sunday
T01534,11:32,Thursday
T01535,15:02,Saturday
T01536,06:20,Monday
T01537,03:10,Friday
T01538,00:40,Tuesday
T01539,21:40,Sunday
T01540,21:27,Tuesday
T01541,17:53,Saturday
T01542,13:41,Saturday
T01543,21:09,Thursday
T01544,22:21,Monday
T01545,02:03,Sunday
T01546,08:35,Friday
T01547,07:58,Thursday
T01548,12:28,Thursday
T01549,13:20,Thursday
T01550,21:07,Monday
T01551,20:46,Monday
T01552,23:37,Saturday
T01553,02:22,Monday
T01554,09:50,Wednesday
T01555,19:05,Sunday
T01556,14:24,Sunday
T01557,21:01,Tuesday
T01558,17:14,Saturday
T01559,12:50,Wednesday
T01560,20:09,Saturday
T01561,23:41,Monday
T01562,17:55,Tuesday
T01563,03:02,Friday
T01564,19:25,Friday
T01565,02:19,Saturday
T01566,23:57,Wednesday
T01567,06:26,Sunday
T01568,16:09,Tuesday
T01569,07:39,Tuesday
T01570,03:11,Sunday
T01571,18:54,Sunday
T01572,17:29,Friday
T01573,02:18,Monday
T01574,08:06,Saturday
T01575,18:31,Wednesday
T01576,04:42,Tuesday
T01577,03:18,Monday
T01578,06:20,Thursday
T01579,10:39,Wednesday
T01580,22:37,Friday
T01581,18:23,Thursday
T01582,05:00,Tuesday
T01583,07:45,Saturday
T01584,13:17,Tuesday
T01585,21:46,Thursday
T01586,14:28,Sunday
T01587,09:31,Monday
T01588,05:41,Monday
T01589,08:54,Friday
T01590,06:16,Saturday
T01591,02:46,Monday
T01592,16:40,Sunday
T01593,18:37,Sunday
T01594,18:13,Friday
T01595,08:34,Thursday
T01596,20:49,Wednesday
T01597,12:14,Saturday
T01598,09:08,Friday
T01599,16:05,Wednesday
T01600,16:00,Tuesday
T01601,19:43,Sunday
T01602,16:08,Tuesday
T01603,05:36,Saturday
T01604,04:47,Thursday
T01605,11:02,Sunday
T01606,15:14,Wednesday
T01607,11:14,Saturday
T01608,06:33,Thursday
T01609,15:58,Monday
T01610,01:41,Monday
T01611,22:33,Sunday
T01612,08:53,Wednesday
T01613,18:34,Tuesday
T01614,12:41,Wednesday
T01615,18:41,Friday
T01616,08:24,Friday
T01617,12:22,Thursday
T01618,15:56,Monday
T01619,16:56,Thursday
T01620,05:14,Friday
T01621,20:17,Tuesday
T01622,05:10,Friday
T01623,22:52,Saturday
T01624,07:26,Saturday
T01625,03:30,Thursday
T01626,15:13,Tuesday
T01627,20:53,Monday
T01628,07:02,Friday
T01629,18:10,Saturday
T01630,16:02,Tuesday
T01631,01:10,Tuesday
T01632,16:25,Friday
T01633,20:01,Saturday
T01634,21:52,Monday
T01635,06:28,Thursday
T01636,15:10,Sunday
T01637,13:38,Sunday
T01638,18:52,Friday
T01639,21:32,Tuesday
T01640,23:43,Thursday
T01641,19:37,Tuesday
T01642,12:24,Monday
T01643,00:12,Sunday
T01644,16:43,Sunday
T01645,04:38,Tuesday
T01646,15:57,Friday
T01647,01:56,Friday
T01648,03:05,Saturday
T01649,04:57,Friday
T01650,00:57,Saturday
T01651,13:33,Wednesday
T01652,01:44,Thursday
T01653,07:51,Sunday
T01654,12:22,Sunday
T01655,23:58,Friday
T01656,03:27,Wednesday
T01657,15:49,Sunday
T01658,02:18,Friday
T01659,13:16,Monday
T01660,22:47,Friday
T01661,16:07,Monday
T01662,12:41,Saturday
T01663,10:26,Monday
T01664,04:27,Friday
T01665,08:16,Thursday
T01666,18:23,Wednesday
T01667,21:25,Thursday
T01668,17:50,Thursday
T01669,05:23,Friday
T01670,15:16,Friday
T01671,11:49,Thursday
T01672,23:08,Monday
T01673,23:14,Sunday
T01674,22:10,Tuesday
T01675,16:25,Sunday
T01676,17:39,Saturday
T01677,22:03,Thursday
T01678,20:00,Sunday
T01679,04:30,Thursday
T01680,02:04,Tuesday
T01681,11:05,Monday
T01682,23:24,Friday
T01683,20:33,Saturday
T01684,19:03,Saturday
T01685,15:28,Tuesday
T01686,21:59,Wednesday
T01687,06:02,Friday
T01688,16:44,Friday
T01689,05:43,Wednesday
T01690,07:41,Tuesday
T01691,02:17,Wednesday
T01692,21:25,Friday
T01693,06:33,Saturday
T01694,22:04,Friday
T01695,09:46,Friday
T01696,11:22,Tuesday
T01697,19:12,Thursday
T01698,18:00,Tuesday
T01699,13:32,Friday
T01700,02:32,Wednesday
T01701,03:51,Wednesday
T01702,17:52,Wednesday
T01703,22:28,Friday
T01704,15:49,Sunday
T01705,10:49,Saturday
T01706,14:57,Sunday
T01707,00:30,Wednesday
T01708,02:24,Sunday
T01709,07:43,Tuesday
T01710,10:26,Friday
T01711,17:00,Sunday
T01712,08:15,Monday
T01713,12:43,Sunday
T01714,10:04,Tuesday
T01715,15:20,Tuesday
T01716,18:17,Saturday
T01717,21:59,Thursday
T01718,23:12,Saturday
T01719,07:55,Tuesday
T01720,07:12,Sunday
T01721,19:22,Sunday
T01722,03:07,Saturday
T01723,21:31,Monday
T01724,17:02,Wednesday
T01725,19:20,Friday
T01726,08:31,Sunday
T01727,16:17,Tuesday
T01728,18:08,Friday
T01729,13:30,Monday
T01730,16:22,Sunday
T01731,21:49,Thursday
T01732,03:44,Thursday
T01733,10:44,Monday
T01734,21:13,Friday
T01735,03:20,Friday
T01736,08:11,Wednesday
T01737,07:17,Friday
T01738,10:23,Thursday
T01739,13:13,Saturday
T01740,11:23,Wednesday
T01741,14:11,Tuesday
T01742,18:43,Sunday
T01743,03:46,Sunday
T01744,07:35,Sunday
T01745,12:12,Sunday
T01746,23:09,Sunday
T01747,00:11,Thursday
T01748,04:57,Friday
T01749,17:46,Sunday
T01750,15:19,Friday
T01751,18:03,Monday
T01752,22:10,Tuesday
T01753,08:30,Monday
T01754,14:47,Wednesday
T01755,11:23,Friday
T01756,08:22,Thursday
T01757,03:22,Friday
T01758,06:36,Saturday
T01759,20:34,Sunday
T01760,09:22,Saturday
T01761,16:31,Thursday
T01762,02:24,Wednesday
T01763,14:40,Sunday
T01764,05:40,Thursday
T01765,20:39,Thursday
T01766,02:05,Wednesday
T01767,07:20,Saturday
T01768,09:45,Friday
T01769,20:25,Thursday
T01770,11:47,Friday
T01771,14:26,Tuesday
T01772,00:08,Tuesday
T01773,21:16,Saturday
T01774,23:05,Tuesday
T01775,12:06,Monday
T01776,15:35,Monday
T01777,12:33,Monday
T01778,08:39,Monday
T01779,20:59,Wednesday
T01780,07:15,Wednesday
T01781,14:40,Tuesday
T01782,16:53,Monday
T01783,01:42,Sunday
T01784,10:55,Thursday
T01785,17:59,Friday
T01786,14:08,Friday
T01787,05:37,Thursday
T01788,20:47,Friday
T01789,13:33,Saturday
T01790,17:19,Thursday
T01791,17:14,Thursday
T01792,09:23,Wednesday
T01793,04:19,Monday
T01794,16:52,Wednesday
T01795,09:30,Monday
T01796,22:59,Sunday
T01797,15:19,Sunday
T01798,13:51,Friday
T01799,07:50,Friday
T01800,11:12,Friday
T01801,13:25,Tuesday
T01802,22:47,Thursday
T01803,12:14,Monday
T01804,13:40,Friday
T01805,19:51,Saturday
T01806,08:18,Saturday
T01807,17:51,Thursday
T01808,06:54,Tuesday
T01809,04:18,Saturday
T01810,14:39,Wednesday
T01811,22:39,Tuesday
T01812,10:01,Monday
T01813,17:01,Monday
T01814,09:17,Saturday
T01815,14:46,Tuesday
T01816,02:09,Thursday
T01817,06:21,Wednesday
T01818,15:23,Saturday
T01819,01:21,Sunday
T01820,04:03,Sunday
T01821,12:04,Thursday
T01822,05:12,Sunday
T01823,12:53,Monday
T01824,22:15,Sunday
T01825,14:15,Monday
T01826,06:29,Sunday
T01827,03:33,Tuesday
T01828,15:24,Wednesday
T01829,10:10,Saturday
T01830,01:47,Friday
T01831,03:16,Saturday
T01832,09:12,Monday
T01833,21:13,Tuesday
T01834,20:27,Monday
T01835,05:50,Friday
T01836,03:25,Monday
T01837,01:37,Thursday
T01838,22:38,Wednesday
T01839,02:15,Thursday
T01840,02:43,Wednesday
T01841,20:03,Wednesday
T01842,20:09,Friday
T01843,03:08,Tuesday
T01844,10:35,Sunday
T01845,11:51,Saturday
T01846,06:01,Thursday
T01847,11:46,Wednesday
T01848,01:31,Thursday
T01849,17:18,Saturday
T01850,15:12,Tuesday
T01851,17:22,Saturday
T01852,14:17,Sunday
T01853,17:10,Friday
T01854,04:28,Sunday
T01855,08:34,Thursday
T01856,00:49,Friday
T01857,12:46,Monday
T01858,19:54,Sunday
T01859,19:15,Saturday
T01860,02:42,Sunday
T01861,12:12,Saturday
T01862,15:49,Tuesday
T01863,19:18,Thursday
T01864,20:20,Monday
T01865,16:42,Monday
T01866,04:11,Tuesday
T01867,03:31,Monday
T01868,01:36,Sunday
T01869,12:42,Friday
T01870,19:44,Wednesday
T01871,01:23,Friday
T01872,22:04,Tuesday
T01873,20:31,Thursday
T01874,20:03,Friday
T01875,23:56,Sunday
T01876,11:50,Monday
T01877,19:17,Monday
T01878,23:04,Monday
T01879,06:33,Monday
T01880,23:14,Thursday
T01881,06:12,Saturday
T01882,07:36,Tuesday
T01883,17:47,Thursday
T01884,23:06,Friday
T01885,11:43,Saturday
T01886,21:27,Tuesday
T01887,05:35,Friday
T01888,10:42,Friday
T01889,19:28,Wednesday
T01890,17:20,Thursday
T01891,20:27,Wednesday
T01892,19:15,Friday
T01893,06:24,Saturday
T01894,08:23,Thursday
T01895,12:00,Monday
T01896,09:38,Friday
T01897,04:56,Monday
T01898,09:14,Sunday
T01899,10:01,Sunday
T01900,08:58,Friday
T01901,17:36,Tuesday
T01902,03:02,Wednesday
T01903,04:08,Wednesday
T01904,18:15,Wednesday
T01905,09:05,Thursday
T01906,18:58,Saturday
T01907,02:46,Sunday
T01908,15:11,Sunday
T01909,22:44,Sunday
T01910,03:38,Wednesday
T01911,01:46,Thursday
T01912,02:49,Sunday
T01913,10:22,Thursday
T01914,03:55,Saturday
T01915,20:54,Monday
T01916,20:49,Thursday
T01917,01:19,Monday
T01918,10:34,Tuesday
T01919,10:32,Tuesday
T01920,04:03,Saturday
T01921,12:28,Friday
T01922,16:05,Thursday
T01923,09:50,Tuesday
T01924,04:21,Thursday
T01925,18:47,Friday
T01926,12:16,Thursday
T01927,16:27,Tuesday
T01928,04:30,Tuesday
T01929,15:25,Friday
T01930,06:35,Saturday
T01931,16:15,Monday
T01932,08:49,Wednesday
T01933,21:59,Monday
T01934,03:42,Thursday
T01935,11:22,Wednesday
T01936,11:38,Monday
T01937,09:10,Friday
T01938,14:39,Thursday
T01939,01:59,Tuesday
T01940,21:23,Sunday
T01941,23:54,Monday
T01942,23:03,Friday
T01943,04:55,Monday
T01944,10:44,Wednesday
T01945,14:30,Wednesday
T01946,06:47,Tuesday
T01947,06:34,Sunday
T01948,08:35,Friday
T01949,23:09,Saturday
T01950,21:01,Friday
T01951,21:33,Wednesday
T01952,05:03,Tuesday
T01953,22:39,Monday
T01954,14:41,Monday
T01955,12:42,Saturday
T01956,21:23,Monday
T01957,09:55,Thursday
T01958,07:24,Saturday
T01959,03:57,Thursday
T01960,19:34,Tuesday
T01961,06:32,Friday
T01962,22:01,Tuesday
T01963,16:19,Thursday
T01964,12:47,Monday
T01965,11:43,Wednesday
T01966,20:19,Friday
T01967,08:51,Saturday
T01968,08:56,Sunday
T01969,00:35,Tuesday
T01970,04:21,Saturday
T01971,04:05,Thursday
T01972,16:43,Sunday
T01973,20:43,Thursday
T01974,07:36,Thursday
T01975,09:58,Wednesday
T01976,14:34,Tuesday
T01977,20:08,Friday
T01978,21:51,Sunday
T01979,04:19,Saturday
T01980,16:58,Thursday
T01981,04:41,Tuesday
T01982,10:04,Friday
T01983,23:07,Wednesday
T01984,04:46,Sunday
T01985,10:56,Thursday
T01986,09:28,Sunday
T01987,20:59,Wednesday
T01988,04:49,Monday
T01989,04:11,Sunday
T01990,19:39,Friday
T01991,18:39,Friday
T01992,07:14,Monday
T01993,11:05,Sunday
T01994,15:08,Sunday
T01995,19:30,Saturday
T01996,11:11,Thursday
T01997,15:08,Tuesday
T01998,07:02,Sunday
T01999,00:59,Thursday
T02000,07:47,Tuesday
T02001,06:04,Thursday
T02002,19:31,Wednesday
T02003,14:56,Thursday
T02004,12:49,Friday
T02005,23:52,Saturday
T02006,10:25,Saturday
T02007,18:38,Friday
T02008,20:56,Sunday
T02009,01:33,Thursday
T02010,14:52,Tuesday
T02011,16:34,Saturday
T02012,01:35,Friday
T02013,20:03,Wednesday
T02014,14:25,Sunday
T02015,09:29,Thursday
T02016,09:39,Saturday
T02017,16:57,Thursday
T02018,20:28,Saturday
T02019,16:07,Sunday
T02020,18:57,Friday
T02021,04:25,Wednesday
T02022,14:01,Thursday
T02023,18:57,Tuesday
T02024,14:05,Wednesday
T02025,22:41,Sunday
T02026,05:45,Monday
T02027,02:07,Thursday
T02028,20:23,Friday
T02029,22:24,Sunday
T02030,16:39,Thursday
T02031,17:24,Sunday
T02032,05:58,Friday
T02033,21:55,Tuesday
T02034,04:11,Monday
T02035,13:19,Saturday
T02036,14:18,Tuesday
T02037,03:57,Tuesday
T02038,00:39,Monday
T02039,14:31,Friday
T02040,00:38,Tuesday
T02041,06:37,Thursday
T02042,14:26,Monday
T02043,19:38,Tuesday
T02044,17:17,Saturday
T02045,17:52,Monday
T02046,05:09,Saturday
T02047,11:02,Sunday
T02048,01:42,Sunday
T02049,19:19,Monday
T02050,01:06,Tuesday
T02051,05:43,Friday
T02052,21:44,Friday
T02053,18:50,Tuesday
T02054,14:47,Wednesday
T02055,01:05,Wednesday
T02056,11:57,Sunday
T02057,02:48,Sunday
T02058,17:04,Thursday
T02059,04:07,Sunday
T02060,08:21,Thursday
T02061,16:13,Tuesday
T02062,19:03,Friday
T02063,23:40,Monday
T02064,15:46,Friday
T02065,22:18,Friday
T02066,10:16,Friday
T02067,19:22,Friday
T02068,18:31,Saturday
T02069,20:31,Sunday
T02070,05:56,Tuesday
T02071,22:18,Monday
T02072,03:01,Saturday
T02073,03:47,Sunday
T02074,19:26,Monday
T02075,10:22,Sunday
T02076,20:13,Saturday
T02077,06:44,Wednesday
T02078,02:19,Friday
T02079,17:20,Monday
T02080,21:21,Thursday
T02081,23:36,Monday
T02082,05:12,Sunday
T02083,10:59,Thursday
T02084,15:51,Saturday
T02085,04:30,Saturday
T02086,14:57,Wednesday
T02087,14:50,Saturday
T02088,01:53,Wednesday
T02089,18:46,Wednesday
T02090,17:34,Tuesday
T02091,18:43,Sunday
T02092,11:04,Wednesday
T02093,00:21,Saturday
T02094,17:53,Friday
T02095,19:24,Friday
T02096,03:55,Saturday
T02097,10:45,Wednesday
T02098,13:05,Tuesday
T02099,11:28,Tuesday
T02100,16:19,Monday
T02101,11:50,Sunday
T02102,06:58,Thursday
T02103,16:01,Friday
T02104,04:12,Thursday
T02105,23:55,Wednesday
T02106,10:09,Sunday
T02107,16:43,Tuesday
T02108,23:02,Thursday
T02109,22:55,Monday
T02110,00:19,Saturday
T02111,19:55,Wednesday
T02112,14:56,Monday
T02113,16:49,Saturday
T02114,09:01,Sunday
T02115,09:40,Wednesday
T02116,06:12,Wednesday
T02117,17:20,Saturday
T02118,03:17,Tuesday
T02119,08:07,Friday
T02120,17:32,Tuesday
T02121,17:22,Wednesday
T02122,08:09,Sunday
T02123,09:36,Tuesday
T02124,02:19,Wednesday
T02125,17:28,Tuesday
T02126,00:30,Monday
T02127,03:24,Monday
T02128,13:25,Saturday
T02129,19:57,Saturday
T02130,22:44,Friday
T02131,11:19,Sunday
T02132,06:45,Sunday
T02133,17:05,Friday
T02134,04:05,Thursday
T02135,03:29,Saturday
T02136,20:45,Thursday
T02137,07:14,Sunday
T02138,19:16,Thursday
T02139,05:44,Wednesday
T02140,10:29,Monday
T02141,02:30,Wednesday
T02142,15:29,Wednesday
T02143,11:38,Tuesday
T02144,16:06,Sunday
T02145,22:50,Wednesday
T02146,17:41,Sunday
T02147,09:34,Thursday
T02148,18:26,Friday
T02149,07:35,Thursday
T02150,12:04,Tuesday
